7254#Has_Status,13843#Has_Direct_Object,48333#Has_Direct_Object,7802#Has_Constraint,7864#Has_Result,7864#Has_Preposition_Object,8744#Has_Direct_Object,8746#Has_Preposition_Object,action#Has_Event,24800#Has_Preposition_Object,9435#Has_Manner,48294#Has_Status,13078#Has_Direct_Object,7659#Has_Status,13078#Has_Constraint,33431#Has_Direct_Object,13112#Has_Direct_Object,48336#Has_Direct_Object,517#Has_Status,9462#Has_Direct_Object,1501#Has_Status,9442#Has_Status,9443#Has_Location,19#Has_Status,7846#Has_Direct_Object,7856#Has_Direct_Object,13215#Has_Direct_Object,9434#Has_Status,9904#Has_Direct_Object,14303#Has_Direct_Object,48295#Has_Direct_Object,7802#Has_Location,13112#Has_Preposition_Object,20#Has_Constraint,20#Has_Result,7852#Has_Direct_Object,20#Has_Direction,9939#Has_Direct_Object,24800#Has_Manner,7802#Has_Manner,9435#Has_Location,13249#Has_Direct_Object,7833#Has_Direct_Object,9435#Has_Direct_Object,7864#Has_Manner,20#Has_Direct_Object,8990#Has_Status,24800#Has_Direct_Object,7802#Has_Preposition_Object,7833#Has_Result,9443#Has_Temporal,8814#Has_Direct_Object,7802#Has_Direct_Object,7823#Has_Status,8741#Has_Preposition_Object,48295#Has_Constraint,13961#Has_Direct_Object,7849#Has_Direct_Object,13283#Has_Preposition_Object,8814#Has_Preposition_Object,13843#Has_Preposition_Object,13283#Has_Direct_Object,8746#Has_Location,13961#Has_Purpose,1514#Has_Status,9443#Has_Direct_Object,7802#Has_Result,7824#Has_Direct_Object,20#Has_Preposition_Object,1187#Has_Status,8746#Has_Direct_Object,8741#Has_Direct_Object,36136#Has_Direct_Object,19#Has_Type,9443#Has_Manner,19534#Has_Status,7864#Has_Direct_Object,api_method
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,47577
7254,13843,48333,7802,7864,7864,8744,8746,48295,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,20,8990,24800,7802,7833,9443,8814,7802,7823,8741,48298,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,48297
7254,13843,48333,7802,13124,1501,8744,8746,7864,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,511,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,20,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,1501,47558
7254,13843,48332,7802,7864,7864,8744,8746,48333,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,20,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,48331
7254,13843,48333,7802,7864,7864,8744,8746,9435,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,29,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9436,13249,7833,9434,7864,20,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,9433
7254,13843,48333,7802,7864,7864,8744,8746,9435,24800,9440,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,29,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9436,13249,7833,9434,7864,20,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,9439
7254,13843,48333,7802,7864,7864,8744,8746,7856,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7855,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,20,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,7854
7254,13843,48333,7802,7864,7864,8744,8746,36136,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,20,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36135,19,9443,19534,7864,36137
7254,13843,48333,7802,7864,7864,8744,8746,13215,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13214,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,20,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,13216
7254,13843,48333,7802,7864,7864,8744,8746,13283,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,20,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13049,8814,13843,11935,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,13282
7254,13843,48333,7802,7864,7864,8744,8746,9443,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,29,9436,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,20,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9442,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,9441
7254,13843,48333,7802,7864,7864,8744,8746,8741,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,20,8990,24800,7802,7833,9443,8814,7802,7823,509,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8740,36136,19,9443,19534,7864,8739
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,13211
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19104,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23276
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,48316,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,48316,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,8990,1187,8746,8741,36136,19,9443,19534,7864,20795
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,20545,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,48313,9939,24800,7802,9435,13249,7833,9435,7864,19,20545,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,8990,1187,8746,8741,36136,19,9443,19534,7864,20793
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,48133
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,48130
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,48121
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,986,13078,33431,13112,48336,517,9462,1501,9442,9443,986,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,7659,1187,8746,8741,36136,19,9443,19534,7864,45687
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,44636
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,44624
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,42700,7846,7856,13215,9434,9904,14303,48295,7802,13112,42697,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,986,9443,19534,7864,42699
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,32510
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,16774,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,22567,1187,8746,8741,36136,19,9443,19534,7864,23689
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23431
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23430
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23429
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23424
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19104,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23423
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19104,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23422
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23412
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23411
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19104,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23410
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,23264,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23409
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23401
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23398
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19104,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23397
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,69,1187,8746,8741,36136,19,9443,19534,7864,23396
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23379
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23378
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23373
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19104,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23372
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,23271,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23367
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23364
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23363
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,23264,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23361
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23358
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23355
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23353
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23348
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23335
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23334
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23328
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19104,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23327
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,23271,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23322
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23319
7254,13843,48333,7802,7864,7864,8744,8746,20,24800,9435,48294,13078,7659,13078,33431,13112,48336,517,9462,1501,9442,9443,19,7846,7856,13215,9434,9904,14303,48295,7802,13112,20,20,7852,20,9939,24800,7802,9435,13249,7833,9435,7864,19,8990,24800,7802,7833,9443,8814,7802,7823,8741,48295,13961,7849,13283,8814,13843,13283,8746,13961,1514,9443,7802,7824,20,1187,8746,8741,36136,19,9443,19534,7864,23318
